Id,Name,Owner,Uri,Description,Created,Updated,Visibility,Size,Language,Languages,Categories,Category
636729727,IT-Helpdesk,Thamielis,https://github.com/Thamielis/IT-Helpdesk,,2023-05-05 14:05:15+00:00,2025-06-25 14:01:52+00:00,private,9423,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
649826284,KnowledgeBase,Thamielis,https://github.com/Thamielis/KnowledgeBase,,2023-06-05 18:13:04+00:00,2025-06-03 16:17:15+00:00,private,5862,HTML,"['HTML', 'PowerShell']","['PowerShell', 'Knowledge']",PowerShell-Knowledge
921092843,KOW_MaintenanceTool,KOWThamielis,https://github.com/KOWThamielis/KOW_MaintenanceTool,,2025-01-23 10:21:23+00:00,2025-06-11 16:04:49+00:00,private,2024,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Kostwein']",PowerShell-Kostwein
824655482,KOW-Veeam,In-Pro-Org,https://github.com/In-Pro-Org/KOW-Veeam,,2024-07-05 15:57:36+00:00,2025-07-25 14:39:55+00:00,private,57326,HTML,"['HTML', 'PowerShell']","['PowerShell', 'Veeam', 'Kostwein']",PowerShell-Veeam-Kostwein
793753936,KOWMECMClientHealth,In-Pro-Org,https://github.com/In-Pro-Org/KOWMECMClientHealth,,2024-04-29 19:57:02+00:00,2025-03-05 20:08:20+00:00,public,1038,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'MECM', 'Kostwein']",PowerShell-MECM-Kostwein
972634796,KOWppt2scr,KOWThamielis,https://github.com/KOWThamielis/KOWppt2scr,Convert Powerpoint Slides to Slideshow,2025-04-25 12:01:55+00:00,2025-04-28 07:51:48+00:00,private,42068,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Kostwein']",PowerShell-Kostwein
972677455,KOWPSConfluence,KOWThamielis,https://github.com/KOWThamielis/KOWPSConfluence,,2025-04-25 13:24:50+00:00,2025-04-25 13:25:42+00:00,private,8804,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Kostwein']",PowerShell-Kostwein
972679978,KOWPSJira,KOWThamielis,https://github.com/KOWThamielis/KOWPSJira,,2025-04-25 13:29:37+00:00,2025-04-25 14:05:55+00:00,private,9375,HTML,"['HTML', 'PowerShell']","['PowerShell', 'Kostwein']",PowerShell-Kostwein
971628943,KOWPSSync-Sage2AD,Thamielis,https://github.com/Thamielis/KOWPSSync-Sage2AD,,2025-04-23 20:14:20+00:00,2025-06-06 09:12:26+00:00,private,97,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Kostwein']",PowerShell-Kostwein
934095985,KOWVeeam,KOWThamielis,https://github.com/KOWThamielis/KOWVeeam,,2025-02-17 09:13:15+00:00,2025-02-17 09:13:38+00:00,private,1,,"['HTML', 'PowerShell']","['PowerShell', 'Veeam', 'Kostwein']",PowerShell-Veeam-Kostwein
964627425,KOWVeeamDashboard,KOWThamielis,https://github.com/KOWThamielis/KOWVeeamDashboard,Mit PowerShell erstelltes Veeam Backup Dashboard,2025-04-11 14:16:19+00:00,2025-08-08 20:55:09+00:00,private,22446,HTML,"['HTML', 'PowerShell']","['PowerShell', 'Veeam', 'Kostwein', 'Dashboards']",PowerShell-Veeam-Kostwein-Dashboards
959056649,Notes,Thamielis,https://github.com/Thamielis/Notes,NotesHub Notebook,2025-04-02 07:41:59+00:00,2025-05-15 09:30:08+00:00,public,155558,,"['HTML', 'PowerShell']",PowerShell,PowerShell
950220970,PowerShell-MainRepo,KOWThamielis,https://github.com/KOWThamielis/PowerShell-MainRepo,Enth├ñlt s├ñmtliche eigene Skripts und Variationen,2025-03-17 20:24:41+00:00,2025-03-19 17:16:03+00:00,private,179293,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
975002048,PPT2SCR,Thamielis,https://github.com/Thamielis/PPT2SCR,,2025-04-29 16:18:06+00:00,2025-05-16 08:36:18+00:00,private,64,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1036240389,PSakeModuleTemplate,In-Pro-Org,https://github.com/In-Pro-Org/PSakeModuleTemplate,,2025-08-11 19:15:09+00:00,2025-08-11 19:16:17+00:00,private,6,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Template']",PowerShell-Template
1039277633,PSAlgorythms,In-Pro-Org,https://github.com/In-Pro-Org/PSAlgorythms,,2025-08-16 21:31:14+00:00,2025-08-16 22:35:07+00:00,private,58,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
972667174,PSAssetManagement,KOWThamielis,https://github.com/KOWThamielis/PSAssetManagement,,2025-04-25 13:05:34+00:00,2025-04-25 13:21:07+00:00,private,256,HTML,"['HTML', 'PowerShell']",PowerShell,PowerShell
1038094654,PSAtlassianAutomation,Thamielis,https://github.com/Thamielis/PSAtlassianAutomation,,2025-08-14 15:58:20+00:00,2025-08-14 15:59:35+00:00,private,13,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1038425681,PSAtlassianPM,In-Pro-Org,https://github.com/In-Pro-Org/PSAtlassianPM,,2025-08-15 07:11:02+00:00,2025-08-22 16:49:32+00:00,private,182,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
988285796,PSBaseConfig,Thamielis,https://github.com/Thamielis/PSBaseConfig,,2025-05-22 10:22:35+00:00,2025-08-05 17:10:12+00:00,private,53,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
986428138,PSBasic,Thamielis,https://github.com/Thamielis/PSBasic,,2025-05-19 15:38:09+00:00,2025-05-19 15:38:18+00:00,private,33,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1041376157,PSCodeDoc,In-Pro-Org,https://github.com/In-Pro-Org/PSCodeDoc,,2025-08-20 11:53:53+00:00,2025-08-22 16:45:55+00:00,private,95,,"['HTML', 'PowerShell']",PowerShell,PowerShell
1006044148,PSCompany,Thamielis,https://github.com/Thamielis/PSCompany,Company related Powershell module,2025-06-21 11:14:15+00:00,2025-07-04 20:04:06+00:00,private,5314,HTML,"['HTML', 'PowerShell']",PowerShell,PowerShell
986494903,PSConfig,Thamielis,https://github.com/Thamielis/PSConfig,,2025-05-19 17:38:15+00:00,2025-05-20 17:16:25+00:00,private,24,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1016754583,PSConfigManager,Thamielis,https://github.com/Thamielis/PSConfigManager,,2025-07-09 13:26:37+00:00,2025-08-12 11:54:53+00:00,public,98,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1015355409,PSConfiguration,Thamielis,https://github.com/Thamielis/PSConfiguration,,2025-07-07 11:30:36+00:00,2025-08-21 06:23:44+00:00,private,229,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
985819723,PSDocsify-Tools,In-Pro-Org,https://github.com/In-Pro-Org/PSDocsify-Tools,Organize and Check Markdown Files for Docsify,2025-05-18 15:40:11+00:00,2025-05-18 16:12:59+00:00,private,8,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Knowledge']",PowerShell-Knowledge
975120875,PSeScreens,Thamielis,https://github.com/Thamielis/PSeScreens,,2025-04-29 20:18:35+00:00,2025-04-29 20:18:42+00:00,private,22,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1008381474,PSHelpdesk,In-Pro-Org,https://github.com/In-Pro-Org/PSHelpdesk,Code of my Helpdesk and BaseUI versions.,2025-06-25 13:05:48+00:00,2025-06-25 17:58:48+00:00,private,103264,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1042643871,PSHelpTree,In-Pro-Org,https://github.com/In-Pro-Org/PSHelpTree,Display Powershell Module Helptrees,2025-08-22 10:44:24+00:00,2025-08-22 10:44:28+00:00,private,2,,"['HTML', 'PowerShell']",PowerShell,PowerShell
996685835,PSKOWBase,KOWThamielis,https://github.com/KOWThamielis/PSKOWBase,Powershell components reusable in company related scripts,2025-06-05 10:02:30+00:00,2025-06-27 14:39:10+00:00,private,798,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Kostwein']",PowerShell-Kostwein
817848400,PSModules,Thamielis,https://github.com/Thamielis/PSModules,,2024-06-20 15:05:15+00:00,2025-05-28 16:19:04+00:00,private,158556,HTML,"['HTML', 'PowerShell']",PowerShell,PowerShell
650020228,PSModulesDoku,Thamielis,https://github.com/Thamielis/PSModulesDoku,,2023-06-06 06:54:26+00:00,2025-04-01 19:16:08+00:00,public,24452,Ruby,"['HTML', 'PowerShell']","['PowerShell', 'Knowledge']",PowerShell-Knowledge
1019144305,PSModuleTemplate,In-Pro-Org,https://github.com/In-Pro-Org/PSModuleTemplate,,2025-07-13 20:46:53+00:00,2025-07-13 21:07:05+00:00,private,9,,"['HTML', 'PowerShell']","['PowerShell', 'Template']",PowerShell-Template
1032729908,PSNetwork-Tool,In-Pro-Org,https://github.com/In-Pro-Org/PSNetwork-Tool,,2025-08-05 18:28:11+00:00,2025-08-05 18:28:24+00:00,private,41,,"['HTML', 'PowerShell']","['PowerShell', 'Network']",PowerShell-Network
1037619275,PSProjectOps,Thamielis,https://github.com/Thamielis/PSProjectOps,,2025-08-13 21:22:05+00:00,2025-08-18 19:27:51+00:00,private,30,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
954962165,PSRepoOverview,Thamielis,https://github.com/Thamielis/PSRepoOverview,Generate a markdown Wiki of your GitHub Repositories,2025-03-25 22:19:39+00:00,2025-08-15 21:11:12+00:00,private,2637,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
979463657,PSSage2AD,KOWThamielis,https://github.com/KOWThamielis/PSSage2AD,Sync Employees from Sage to AD,2025-05-07 14:49:15+00:00,2025-06-02 13:03:36+00:00,private,68,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1042588743,PSScriptAnalyzer,In-Pro-Org,https://github.com/In-Pro-Org/PSScriptAnalyzer,,2025-08-22 08:54:35+00:00,2025-08-22 09:36:40+00:00,private,1,,"['HTML', 'PowerShell']",PowerShell,PowerShell
984821326,PSSyncSage2AD,Thamielis,https://github.com/Thamielis/PSSyncSage2AD,,2025-05-16 15:04:35+00:00,2025-05-22 15:39:26+00:00,private,33,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
967341926,PSTaskSequenceReport,KOWThamielis,https://github.com/KOWThamielis/PSTaskSequenceReport,"Builds a HTML Report of MECM TaskSequence deployment, with detailed steps and results of each device",2025-04-16 10:00:28+00:00,2025-04-16 13:41:39+00:00,private,10793,HTML,"['HTML', 'PowerShell']","['PowerShell', 'MECM']",PowerShell-MECM
1007088770,PSToolbox,In-Pro-Org,https://github.com/In-Pro-Org/PSToolbox,Powershell functions for everyday,2025-06-23 12:53:20+00:00,2025-08-22 08:35:50+00:00,private,251,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1035529911,PSvCardManager,In-Pro-Org,https://github.com/In-Pro-Org/PSvCardManager,,2025-08-10 15:40:49+00:00,2025-08-15 06:10:32+00:00,private,126,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Devolutions']",PowerShell-Devolutions
1040015325,PSVeeamConcept,KOWThamielis,https://github.com/KOWThamielis/PSVeeamConcept,,2025-08-18 10:29:31+00:00,2025-08-19 07:29:24+00:00,private,29,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Veeam']",PowerShell-Veeam
950139554,PSVeeamKOW,Thamielis,https://github.com/Thamielis/PSVeeamKOW,,2025-03-17 17:33:45+00:00,2025-08-08 20:44:24+00:00,private,29856,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Veeam', 'Kostwein']",PowerShell-Veeam-Kostwein
1013285075,PSVeeamOntap,Thamielis,https://github.com/Thamielis/PSVeeamOntap,,2025-07-03 16:39:00+00:00,2025-07-03 17:26:19+00:00,private,62,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Veeam']",PowerShell-Veeam
939948060,PSVisualizer,In-Pro-Org,https://github.com/In-Pro-Org/PSVisualizer,Generate Diagrams of PowerShell Scripts,2025-02-27 11:19:38+00:00,2025-03-19 17:20:01+00:00,private,1127,HTML,"['HTML', 'PowerShell']",PowerShell,PowerShell
1032794712,PSvONEReporter,In-Pro-Org,https://github.com/In-Pro-Org/PSvONEReporter,,2025-08-05 20:50:08+00:00,2025-08-08 15:31:29+00:00,private,42,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1018695573,RepoCollection,Thamielis,https://github.com/Thamielis/RepoCollection,,2025-07-12 20:35:47+00:00,2025-08-19 08:57:57+00:00,private,977,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
564857557,Repository,Thamielis,https://github.com/Thamielis/Repository,,2022-11-11 17:03:58+00:00,2025-08-18 07:59:36+00:00,private,1706,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
827445988,Scrape2Markdown,In-Pro-Org,https://github.com/In-Pro-Org/Scrape2Markdown,,2024-07-11 16:59:01+00:00,2025-02-02 18:37:40+00:00,private,1290,HTML,"['HTML', 'PowerShell']",PowerShell,PowerShell
930380433,Sync-Sage2AD,KOWThamielis,https://github.com/KOWThamielis/Sync-Sage2AD,,2025-02-10 14:44:49+00:00,2025-06-27 08:29:29+00:00,private,1792,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Kostwein']",PowerShell-Kostwein
992153633,SyncSage2AD,Thamielis,https://github.com/Thamielis/SyncSage2AD,,2025-05-28 17:46:15+00:00,2025-08-07 05:52:19+00:00,private,1082,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
952655127,thamielis.in-pro.org,Thamielis,https://github.com/Thamielis/thamielis.in-pro.org,Knowledge,2025-03-21 16:39:39+00:00,2025-03-21 16:39:43+00:00,public,0,,"['HTML', 'PowerShell']","['PowerShell', 'Knowledge']",PowerShell-Knowledge
1035530269,VCardApple,In-Pro-Org,https://github.com/In-Pro-Org/VCardApple,,2025-08-10 15:41:37+00:00,2025-08-10 15:41:48+00:00,private,15,PowerShell,"['HTML', 'PowerShell']",PowerShell,PowerShell
1019102776,VeeamCompanyReport,In-Pro-Org,https://github.com/In-Pro-Org/VeeamCompanyReport,,2025-07-13 18:35:02+00:00,2025-08-19 16:20:49+00:00,private,8,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Veeam']",PowerShell-Veeam
1027949093,VeeamConnectionTester,Thamielis,https://github.com/Thamielis/VeeamConnectionTester,,2025-07-28 19:27:12+00:00,2025-07-28 19:28:23+00:00,private,5,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Veeam']",PowerShell-Veeam
856300162,VeeamONESQL,In-Pro-Org,https://github.com/In-Pro-Org/VeeamONESQL,Gather data from VeeamONE SQL Server,2024-09-12 10:46:36+00:00,2025-08-05 18:54:16+00:00,private,54059,PowerShell,"['HTML', 'PowerShell']","['PowerShell', 'Veeam', 'Kostwein']",PowerShell-Veeam-Kostwein
651387542,Wiki,Thamielis,https://github.com/Thamielis/Wiki,,2023-06-09 06:09:57+00:00,2025-03-24 12:37:27+00:00,public,123,Ruby,"['HTML', 'PowerShell']","['PowerShell', 'Knowledge']",PowerShell-Knowledge
